#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,risk_it_services,risk_seo_agency,risk_logistics_shell,risk_ecommerce_operator,risk_formation_intermediary,risk_payment_linked,risk_telecom_sim_node,risk_shipping_label_node,risk_carrier_account_broker,risk_score_total,risk_level,director_name_primary,director_country_of_residence,director_nationality,psc_name,psc_country,shared_director_cluster_id,director_reuse_count,offshore_signal_flag,formation_agent_signal_flag,director_lookup_status,director_nationality_status,director_enrichment_note,director_registry_source_url,psc_registry_source_url,director_nationality_confidence,infrastructure_signature,director_cluster_id,director_cluster_size,multi_company_director_flag,shared_psc_flag,director_network_density_score,hub_control_probability,director_network_method,director_network_note,role_labels,rank
167.0,203,Ai Seo Solutions Ltd,15057373,Yes,2023-08-08,Active,"47990, 62020, 73110, 73200","Office 203, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15057373,https://find-and-update.company-information.service.gov.uk/company/15057373/officers,https://find-and-update.company-information.service.gov.uk/company/15057373/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,109.0,1.0,False,20.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,203.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,True,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,1
899.0,1002,Awais Seo Solutions Ltd,—,No,,Active,,"Office 1002, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,100.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,True,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,2
116.0,149,Digital Dock Media Limited,15696859,Yes,2024-04-30,Active,"62090, 73110, 96090","Office 149, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£100,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15696859,https://find-and-update.company-information.service.gov.uk/company/15696859/officers,https://find-and-update.company-information.service.gov.uk/company/15696859/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,163.0,1.0,False,14.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,149.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,False,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,3
144.0,179,Digital Rapid Media Ltd,15827521,Yes,2024-07-09,Active,"62020, 62090, 73110","Office 179, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15827521,https://find-and-update.company-information.service.gov.uk/company/15827521/officers,https://find-and-update.company-information.service.gov.uk/company/15827521/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,17.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,179.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,False,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,4
368.0,404,Dtech Seo Services Ltd,16524145,Yes,2025-06-17,Active,73110,"Office 404, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16524145,https://find-and-update.company-information.service.gov.uk/company/16524145/officers,https://find-and-update.company-information.service.gov.uk/company/16524145/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,180.0,21.0,False,40.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,404.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,False,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,5
454.0,492,Irank Solutions Ltd,16723767,Yes,2025-09-17,Active,47990,"Office 492, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16723767,https://find-and-update.company-information.service.gov.uk/company/16723767/officers,https://find-and-update.company-information.service.gov.uk/company/16723767/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,108.0,30.0,False,49.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,492.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,True,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,6
502.0,536,Mj Tech-Media Ltd,16826381,Yes,2025-11-03,Active,47910,"Office 536, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16826381,https://find-and-update.company-information.service.gov.uk/company/16826381/officers,https://find-and-update.company-information.service.gov.uk/company/16826381/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk ★ Nov 2025,,,none,original_or_unresolved,85.0,97.0,False,53.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,536.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,False,False,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,False,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,7
18.0,16,Rank Digital Pro Ltd,15343068,Yes,2023-12-11,Active,"62020, 62090","Office 16, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15343068,https://find-and-update.company-information.service.gov.uk/company/15343068/officers,https://find-and-update.company-information.service.gov.uk/company/15343068/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,146.0,10.0,False,1.0,12.0,False,False,0.0,no_indicator,none_detected,LOW,16.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,False,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,8
460.0,498,Rank Edge Digital Sol Ltd,16773112,Yes,2025-10-08,Active,"73110, 73120","Office 498, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16773112,https://find-and-update.company-information.service.gov.uk/company/16773112/officers,https://find-and-update.company-information.service.gov.uk/company/16773112/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,181.0,2.0,False,49.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,498.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,False,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,9
435.0,473,Riserank Digital Ltd,16727200,Yes,2025-09-18,Active,"62020, 62090, 73110","Office 473, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16727200,https://find-and-update.company-information.service.gov.uk/company/16727200/officers,https://find-and-update.company-information.service.gov.uk/company/16727200/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,47.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,473.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,False,False,False,False,False,False,False,2,MEDIUM,,,,,,,0,False,True,pending_registry_lookup,not_inferred_from_name,"Nationality and country fields should be filled only from verified Companies House officer/PSC records, not inferred from names or language patterns.",,,registry_only,IT|SEO,CLUSTER-0008,13,True,True,59,MEDIUM,heuristic_infrastructure_cluster,This layer groups companies by shared infrastructure/risk signatures. It is not a verified officer-name network and should not be treated as a confirmed director map.,IT services; SEO agency,10
